species,phenotype_id,name,doi,study,scoring,source,type,growth_conditions,integration_date,number_replicates,to_term,to_name,to_definition,to_comment,to_source_acronym,to_source_name,to_source_url,eo_term,eo_name,eo_definition,eo_comment,eo_source_acronym,eo_source_name,eo_source_url,uo_term,uo_name,uo_definition,uo_comment,uo_source_acronym,uo_source_name,uo_source_url,num_values
Arabidopsis thaliana (NCBI: 3702),1896,Trichome perimeter,10.21958/phenotype:1896,trichome_development_epidermis_metal_traits,Trichome perimeter (abbreviated as perimeter in the article) determined using built-in functions of Fiji ;from binary images generated by thresholding polarized light photos using the Yen method as implemented in Fiji software; average from at least 25 interactively selected detached or in situ trichomes from 3 leaves of 3 plants.,,0,Arabidopsis seeds were sterilized with chlorine gas; stratified in tubes at 4 deg. C for three days in the dark and sown into standard soil substrate pre-treated with Confidor to prevent black flies infestation. Plants were grown under controlled long-day conditions (16 hr light; 23 oC/8 hr darkness; 18 oC; relative air humidity 60 %). Three seedlings per genotype were planted into individual pots at the first true leaf stage. Three approximately fingernail-sized mature; non-senescent rosette leaves per plant were collected at the age of 5 weeks (at which point plants of some but not all of the genotypes were beginning to bolt).,2023-05-17T13:48:29.003288Z,0,TO:0000911,trichome morphology trait,"""A plant structure morphology trait (TO:0000839) which is a quality of a trichome (PO:0000282)."" [PO:0000282, TO:moorel]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007269,growth chamber study,"""The treatment involving study type in which plants were grown in growth chambers."" [GR:pj]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000001,length unit,"""A unit which is a standard measure of the distance between two points."" [Wikipedia:Wikipedia]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),1898,Trichome stem length,10.21958/phenotype:1898,trichome_development_epidermis_metal_traits,Trichome stem length (abbreviated as stem length in the article) measured using the NIS elements software with manual structure identification; from photographs taken in the UV autofluorescence channel; average from at least 25 trichomes from 3 dried leaves of 3 plants.,,0,Arabidopsis seeds were sterilized with chlorine gas; stratified in tubes at 4 deg. C for three days in the dark and sown into standard soil substrate pre-treated with Confidor to prevent black flies infestation. Plants were grown under controlled long-day conditions (16 hr light; 23 oC/8 hr darkness; 18 oC; relative air humidity 60 %). Three seedlings per genotype were planted into individual pots at the first true leaf stage. Three approximately fingernail-sized mature; non-senescent rosette leaves per plant were collected at the age of 5 weeks (at which point plants of some but not all of the genotypes were beginning to bolt).,2023-05-17T13:48:29.004403Z,0,TO:0000911,trichome morphology trait,"""A plant structure morphology trait (TO:0000839) which is a quality of a trichome (PO:0000282)."" [PO:0000282, TO:moorel]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007269,growth chamber study,"""The treatment involving study type in which plants were grown in growth chambers."" [GR:pj]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000017,micrometer,"""A length unit which is equal to one millionth of a meter or 10^[-6] m."" [NIST:NIST]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),1899,Trichome autofluorescence,10.21958/phenotype:1899,trichome_development_epidermis_metal_traits,Visually categorized; based on typical appearance; on scale 0 (none); 0;5; 1; 2; 3 (strongest); from photographs of 3 dried leaves of 3 plants; taken in the UV autofluorescence channel.,,1,Arabidopsis seeds were sterilized with chlorine gas; stratified in tubes at 4 deg. C for three days in the dark and sown into standard soil substrate pre-treated with Confidor to prevent black flies infestation. Plants were grown under controlled long-day conditions (16 hr light; 23 oC/8 hr darkness; 18 oC; relative air humidity 60 %). Three seedlings per genotype were planted into individual pots at the first true leaf stage. Three approximately fingernail-sized mature; non-senescent rosette leaves per plant were collected at the age of 5 weeks (at which point plants of some but not all of the genotypes were beginning to bolt).,2023-05-17T13:48:29.004952Z,0,TO:0000911,trichome morphology trait,"""A plant structure morphology trait (TO:0000839) which is a quality of a trichome (PO:0000282)."" [PO:0000282, TO:moorel]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007269,growth chamber study,"""The treatment involving study type in which plants were grown in growth chambers."" [GR:pj]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000186,dimensionless unit,"""A unit which is a standard measure of physical quantity consisting of only a numerical number without any units."" [Wikipedia:Wikipedia]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),1900,Leaf epidermis autofluorescence,10.21958/phenotype:1900,trichome_development_epidermis_metal_traits,Visually categorized; based on typical appearance; on scale 0 (none); 1; 2; 3; 4; 5 (strongest); from photographs of 3 dried leaves of 3 plants; taken in the UV autofluorescence channel. Abbreviated as epidermis autofluorescence in the article.,,1,Arabidopsis seeds were sterilized with chlorine gas; stratified in tubes at 4 deg. C for three days in the dark and sown into standard soil substrate pre-treated with Confidor to prevent black flies infestation. Plants were grown under controlled long-day conditions (16 hr light; 23 oC/8 hr darkness; 18 oC; relative air humidity 60 %). Three seedlings per genotype were planted into individual pots at the first true leaf stage. Three approximately fingernail-sized mature; non-senescent rosette leaves per plant were collected at the age of 5 weeks (at which point plants of some but not all of the genotypes were beginning to bolt).,2023-05-17T13:48:29.005513Z,0,TO:0000748,leaf morphology trait,"""A phyllome morphology trait (TO:0000747) which is quality of a leaf (PO:0025034)."" [PO:0025034, POC:cooperl]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007269,growth chamber study,"""The treatment involving study type in which plants were grown in growth chambers."" [GR:pj]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000186,dimensionless unit,"""A unit which is a standard measure of physical quantity consisting of only a numerical number without any units."" [Wikipedia:Wikipedia]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),1895,Trichome length,10.21958/phenotype:1895,trichome_development_epidermis_metal_traits,Longest trichome dimension (abbreviated as length in the article) determined using built-in functions of Fiji ;from binary images generated by thresholding polarized light photos using the Yen method as implemented in Fiji software; average from at least 25 interactively selected detached or in situ trichomes from 3 leaves of 3 plants.,,0,Arabidopsis seeds were sterilized with chlorine gas; stratified in tubes at 4 deg. C for three days in the dark and sown into standard soil substrate pre-treated with Confidor to prevent black flies infestation. Plants were grown under controlled long-day conditions (16 hr light; 23 oC/8 hr darkness; 18 oC; relative air humidity 60 %). Three seedlings per genotype were planted into individual pots at the first true leaf stage. Three approximately fingernail-sized mature; non-senescent rosette leaves per plant were collected at the age of 5 weeks (at which point plants of some but not all of the genotypes were beginning to bolt).,2023-05-17T13:48:29.002698Z,0,TO:0000911,trichome morphology trait,"""A plant structure morphology trait (TO:0000839) which is a quality of a trichome (PO:0000282)."" [PO:0000282, TO:moorel]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007269,growth chamber study,"""The treatment involving study type in which plants were grown in growth chambers."" [GR:pj]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000001,length unit,"""A unit which is a standard measure of the distance between two points."" [Wikipedia:Wikipedia]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),1894,Trichome solidity,10.21958/phenotype:1894,trichome_development_epidermis_metal_traits,Trichome solidity (abbreviated as solidity in the article) determined using built-in functions of Fiji ;from binary images generated by thresholding polarized light photos using the Yen method as implemented in Fiji software; average from at least 25 interactively selected detached or in situ trichomes from 3 leaves of 3 plants.,,1,Arabidopsis seeds were sterilized with chlorine gas; stratified in tubes at 4 deg. C for three days in the dark and sown into standard soil substrate pre-treated with Confidor to prevent black flies infestation. Plants were grown under controlled long-day conditions (16 hr light; 23 oC/8 hr darkness; 18 oC; relative air humidity 60 %). Three seedlings per genotype were planted into individual pots at the first true leaf stage. Three approximately fingernail-sized mature; non-senescent rosette leaves per plant were collected at the age of 5 weeks (at which point plants of some but not all of the genotypes were beginning to bolt).,2023-05-17T13:48:29.002084Z,0,TO:0000911,trichome morphology trait,"""A plant structure morphology trait (TO:0000839) which is a quality of a trichome (PO:0000282)."" [PO:0000282, TO:moorel]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007269,growth chamber study,"""The treatment involving study type in which plants were grown in growth chambers."" [GR:pj]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000186,dimensionless unit,"""A unit which is a standard measure of physical quantity consisting of only a numerical number without any units."" [Wikipedia:Wikipedia]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),1908,Metals in stomata,10.21958/phenotype:1908,trichome_development_epidermis_metal_traits,Visually categorized; based on typical appearance; values 0 (no staining of guard cells; 1 (present in some stomata); 2 (present in many stomata); 3 (present in most or all stomata); from bright field  photographs of 3 dithizone-staines leaves of 3 plants.  Abbreviated as metal stomata in the article.,,1,Arabidopsis seeds were sterilized with chlorine gas; stratified in tubes at 4 deg. C for three days in the dark and sown into standard soil substrate pre-treated with Confidor to prevent black flies infestation. Plants were grown under controlled long-day conditions (16 hr light; 23 oC/8 hr darkness; 18 oC; relative air humidity 60 %). Three seedlings per genotype were planted into individual pots at the first true leaf stage. Three approximately fingernail-sized mature; non-senescent rosette leaves per plant were collected at the age of 5 weeks (at which point plants of some but not all of the genotypes were beginning to bolt).,2023-05-17T13:48:29.009980Z,0,TO:0000465,mineral and ion content related trait,"""A biochemical trait (TO:0000277) that is the amount of a particular mineral or ion constituent occurring in a plant anatomical entity (PO:0025131)."" [GR:pj]",May be measured in a dry mass or in a fresh tissue.,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007269,growth chamber study,"""The treatment involving study type in which plants were grown in growth chambers."" [GR:pj]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000186,dimensionless unit,"""A unit which is a standard measure of physical quantity consisting of only a numerical number without any units."" [Wikipedia:Wikipedia]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),1907,Metal surrounding trichomes,10.21958/phenotype:1907,trichome_development_epidermis_metal_traits,Visually categorized; based on typical appearance; values 0 (no staining around trichome base; 1 (present around  some trichomes); 2 (present around most or all trichomes); from bright field  photographs of 3 dithizone-staines leaves of 3 plants. Abbreviated as metal surrounding in the article.,,1,Arabidopsis seeds were sterilized with chlorine gas; stratified in tubes at 4 deg. C for three days in the dark and sown into standard soil substrate pre-treated with Confidor to prevent black flies infestation. Plants were grown under controlled long-day conditions (16 hr light; 23 oC/8 hr darkness; 18 oC; relative air humidity 60 %). Three seedlings per genotype were planted into individual pots at the first true leaf stage. Three approximately fingernail-sized mature; non-senescent rosette leaves per plant were collected at the age of 5 weeks (at which point plants of some but not all of the genotypes were beginning to bolt).,2023-05-17T13:48:29.009447Z,0,TO:0000465,mineral and ion content related trait,"""A biochemical trait (TO:0000277) that is the amount of a particular mineral or ion constituent occurring in a plant anatomical entity (PO:0025131)."" [GR:pj]",May be measured in a dry mass or in a fresh tissue.,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007269,growth chamber study,"""The treatment involving study type in which plants were grown in growth chambers."" [GR:pj]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000186,dimensionless unit,"""A unit which is a standard measure of physical quantity consisting of only a numerical number without any units."" [Wikipedia:Wikipedia]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),1903,Number of trichome branches,10.21958/phenotype:1903,trichome_development_epidermis_metal_traits,Visually categorized; values roughly corresponding to typical (or average) trichome branch number; from photographs of 3 dried leaves of 3 plants; taken in the UV autofluorescence channel. Abbreviated as trichome branches in the article.,,0,Arabidopsis seeds were sterilized with chlorine gas; stratified in tubes at 4 deg. C for three days in the dark and sown into standard soil substrate pre-treated with Confidor to prevent black flies infestation. Plants were grown under controlled long-day conditions (16 hr light; 23 oC/8 hr darkness; 18 oC; relative air humidity 60 %). Three seedlings per genotype were planted into individual pots at the first true leaf stage. Three approximately fingernail-sized mature; non-senescent rosette leaves per plant were collected at the age of 5 weeks (at which point plants of some but not all of the genotypes were beginning to bolt).,2023-05-17T13:48:29.007223Z,0,TO:0000911,trichome morphology trait,"""A plant structure morphology trait (TO:0000839) which is a quality of a trichome (PO:0000282)."" [PO:0000282, TO:moorel]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007269,growth chamber study,"""The treatment involving study type in which plants were grown in growth chambers."" [GR:pj]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000189,count unit,"""A dimensionless unit which denotes a simple count of things."" [MGED:MGED]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),1905,Metal gradient in trichomes,10.21958/phenotype:1905,trichome_development_epidermis_metal_traits,Visually categorized; based on typical appearance; scale reflects gradient length - 0 (no intensity gradient at the trichome stem; 0.5; 1; 1.5; 2; 2.5; 3 (longest); from bright field  photographs of 3 dithizone-staines leaves of 3 plants. Abbreviated as metal gradient in the article.,,1,Arabidopsis seeds were sterilized with chlorine gas; stratified in tubes at 4 deg. C for three days in the dark and sown into standard soil substrate pre-treated with Confidor to prevent black flies infestation. Plants were grown under controlled long-day conditions (16 hr light; 23 oC/8 hr darkness; 18 oC; relative air humidity 60 %). Three seedlings per genotype were planted into individual pots at the first true leaf stage. Three approximately fingernail-sized mature; non-senescent rosette leaves per plant were collected at the age of 5 weeks (at which point plants of some but not all of the genotypes were beginning to bolt).,2023-05-17T13:48:29.008366Z,0,TO:0000465,mineral and ion content related trait,"""A biochemical trait (TO:0000277) that is the amount of a particular mineral or ion constituent occurring in a plant anatomical entity (PO:0025131)."" [GR:pj]",May be measured in a dry mass or in a fresh tissue.,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007269,growth chamber study,"""The treatment involving study type in which plants were grown in growth chambers."" [GR:pj]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000186,dimensionless unit,"""A unit which is a standard measure of physical quantity consisting of only a numerical number without any units."" [Wikipedia:Wikipedia]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
