,Unnamed: 0,accession_id,phenotype_value
0,0,1,-60.99472460027863
1,1,2,-83.09907926123525
2,2,4,400.8374070736929
3,3,6,-102.81788220432074
4,4,7,-102.81788220432074
5,5,8,-102.82904179881884
6,6,9,-102.82904179881884
7,7,12,-94.0452647220862
8,8,23,-88.37883567045063
9,9,32,230.92255325035316
10,10,45,-84.65440029498065
11,11,51,-94.23914288922884
12,12,60,-80.50461202794104
13,13,62,-89.12437974610263
14,14,66,-117.27093590749196
15,15,69,-113.8217305887803
16,16,74,50.32678259651252
17,17,79,23.93960205922866
18,18,80,-94.39220460013088
19,19,81,-67.48789373477584
20,20,83,24.42007607876203
21,21,84,-109.39939075108732
22,22,85,58.10410397675331
23,23,86,-94.4228169423113
24,24,87,-18.892324579407955
25,25,88,-109.42303852076328
26,26,89,-94.43302105637146
27,27,91,-83.5715795310004
28,28,94,-94.46363339855188
29,29,96,-113.99410554889232
30,30,104,-114.04335553749576
31,31,106,-80.70499347715355
32,32,116,-80.748554661765
33,33,121,-97.0617398377415
34,34,122,-103.46513868520758
35,35,126,-114.1787930061552
36,36,137,-103.54325584669384
37,37,146,-80.87923821559924
38,38,148,-94.73914447817556
39,39,149,-94.73914447817556
40,40,151,-103.6213730081802
41,41,153,-94.75955270629584
42,42,157,-94.7799609344161
43,43,159,-94.79016504847624
44,44,160,-80.94022387405523
45,45,163,-103.68833057516856
46,46,165,-71.8464370527264
47,47,166,-109.88417002944426
48,48,167,-109.88417002944426
49,49,169,-80.97507282174436
50,50,170,-80.98378505866664
51,51,173,-80.99249729558892
52,52,174,-103.7552881421568
53,53,175,-74.69673874870413
54,54,178,-114.4989179320774
55,55,179,-81.01863400635578
56,56,183,-107.9380046626012
57,57,184,-94.922818531258
58,58,185,-109.9905849929861
59,59,187,-103.82224570914508
60,60,188,-103.83340530364312
61,61,190,-94.95343087343846
62,62,191,-103.8445648981412
63,63,194,-114.59741790928418
64,64,196,-97.45171070065184
65,65,198,-110.07335218685202
66,66,200,-95.00445144373916
67,67,202,-103.91152246512948
68,68,203,-81.12318084942316
69,69,204,-81.13189308634546
70,70,205,-70.02033886096011
71,71,206,-48.56216680202882
72,72,207,-95.0350637859195
73,73,208,-114.68360538934016
74,74,210,174.74638981412758
75,75,212,-103.96732043761972
76,76,213,-95.06567612809992
77,77,214,-81.17545427095688
78,78,215,-81.17545427095688
79,79,216,-95.08608435622024
80,80,217,-82.27825838211544
81,81,219,-95.09628847028034
82,82,222,-104.02311841010996
83,83,223,-104.02311841010996
84,84,224,-62.0948532155262
85,85,230,-81.24515216633515
86,86,231,-61.553919381012776
87,87,236,-95.18812549682156
88,88,252,75.45303578869539
89,89,262,-22.00052971176221
90,90,263,-81.38454795709167
91,91,267,-95.34118720772368
92,92,269,28.33211986501374
93,93,273,-95.37179954990404
94,94,282,-95.42282012020472
