species,phenotype_id,name,doi,study,scoring,source,type,growth_conditions,integration_date,number_replicates,to_term,to_name,to_definition,to_comment,to_source_acronym,to_source_name,to_source_url,eo_term,eo_name,eo_definition,eo_comment,eo_source_acronym,eo_source_name,eo_source_url,uo_term,uo_name,uo_definition,uo_comment,uo_source_acronym,uo_source_name,uo_source_url,num_values
Arabidopsis thaliana (NCBI: 3702),640,MRL0,10.21958/phenotype:640,Salt induced changes in Root System Architecture,EZ-Rhizo - Main Root Length at 0 mM NaCl,,0,"1/2 MS medium, 1% agar, pH 5.8 with KOH, plants transferred to media containing 0 mM NaCl 4 days after germination. Root architecture scored 4 days after transfer to treatment media.",2019-05-06T12:47:15.833000Z,0,TO:0000043,root morphology trait,"""A plant axis morphology trait (TO:0000738) which is a quality of a root (PO:0025025)."" [GR:pj, PO:0025025, POC:cooperl]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0001024,vertical agar growth medium,"""An agar growth medium (EO:0001023) involving use of solid growth media in a vertical orientation."" [PO:cooperl]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000001,length unit,"""A unit which is a standard measure of the distance between two points."" [Wikipedia:Wikipedia]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),641,MRVL0,10.21958/phenotype:641,Salt induced changes in Root System Architecture,EZ-Rhizo - Main Root Vector Length (straight line from beginning to end of the main root) at 0 mM NaCl,,0,"1/2 MS medium, 1% agar, pH 5.8 with KOH, plants transferred to media containing 0 mM NaCl 4 days after germination. Root architecture scored 4 days after transfer to treatment media.",2019-05-06T12:47:15.834000Z,0,TO:0000043,root morphology trait,"""A plant axis morphology trait (TO:0000738) which is a quality of a root (PO:0025025)."" [GR:pj, PO:0025025, POC:cooperl]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0001024,vertical agar growth medium,"""An agar growth medium (EO:0001023) involving use of solid growth media in a vertical orientation."" [PO:cooperl]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000001,length unit,"""A unit which is a standard measure of the distance between two points."" [Wikipedia:Wikipedia]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),642,Depth0,10.21958/phenotype:642,Salt induced changes in Root System Architecture,EZ-Rhizo - Main Root Depth - a vertical line from the top-most to bottom-most point of the main root - at 0 mM NaCl,,0,"1/2 MS medium, 1% agar, pH 5.8 with KOH, plants transferred to media containing 0 mM NaCl 4 days after germination. Root architecture scored 4 days after transfer to treatment media.",2019-05-06T12:47:15.834000Z,0,TO:0000043,root morphology trait,"""A plant axis morphology trait (TO:0000738) which is a quality of a root (PO:0025025)."" [GR:pj, PO:0025025, POC:cooperl]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0001024,vertical agar growth medium,"""An agar growth medium (EO:0001023) involving use of solid growth media in a vertical orientation."" [PO:cooperl]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000001,length unit,"""A unit which is a standard measure of the distance between two points."" [Wikipedia:Wikipedia]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),643,MRVA0,10.21958/phenotype:643,Salt induced changes in Root System Architecture,EZ-Rhizo - Main Root Vector Angle at 0 mM NaCl,,0,"1/2 MS medium, 1% agar, pH 5.8 with KOH, plants transferred to media containing 0 mM NaCl 4 days after germination. Root architecture scored 4 days after transfer to treatment media.",2019-05-06T12:47:15.835000Z,0,TO:0000043,root morphology trait,"""A plant axis morphology trait (TO:0000738) which is a quality of a root (PO:0025025)."" [GR:pj, PO:0025025, POC:cooperl]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0001024,vertical agar growth medium,"""An agar growth medium (EO:0001023) involving use of solid growth media in a vertical orientation."" [PO:cooperl]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000185,degree,"""A plane angle unit which is equal to 1/360 of a full rotation or 1.7453310^[-2] rad."" [Wikipedia:Wikipedia]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),644,Straight0,10.21958/phenotype:644,Salt induced changes in Root System Architecture,EZ-Rhizo - main root straightness expressed as ratio between main root vector length (straight) and the main root path length (observed) at 0 mM NaCl,,0,"1/2 MS medium, 1% agar, pH 5.8 with KOH, plants transferred to media containing 75 mM NaCl 4 days after germination. Root architecture scored 4 days after transfer to treatment media.",2019-05-06T12:47:15.835000Z,0,TO:0000043,root morphology trait,"""A plant axis morphology trait (TO:0000738) which is a quality of a root (PO:0025025)."" [GR:pj, PO:0025025, POC:cooperl]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0001024,vertical agar growth medium,"""An agar growth medium (EO:0001023) involving use of solid growth media in a vertical orientation."" [PO:cooperl]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000190,ratio,"""A dimensionless unit which denotes an amount or magnitude of one quantity relative to another."" [Wikipedia:Wikipedia]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),645,noLRpMR0,10.21958/phenotype:645,Salt induced changes in Root System Architecture,EZ-Rhizo - number of lateral roots per main root at 0 mM NaCl,,,"1/2 MS medium, 1% agar, pH 5.8 with KOH, plants transferred to media containing 0 mM NaCl 4 days after germination. Root architecture scored 4 days after transfer to treatment media.",2019-05-06T12:47:15.836000Z,0,TO:0000043,root morphology trait,"""A plant axis morphology trait (TO:0000738) which is a quality of a root (PO:0025025)."" [GR:pj, PO:0025025, POC:cooperl]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0001024,vertical agar growth medium,"""An agar growth medium (EO:0001023) involving use of solid growth media in a vertical orientation."" [PO:cooperl]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000189,count unit,"""A dimensionless unit which denotes a simple count of things."" [MGED:MGED]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),646,LRDpMR0,10.21958/phenotype:646,Salt induced changes in Root System Architecture,EZ-Rhizo - Lateral Root Density per cm of Main Root at 0 mM NaCl,,0,"1/2 MS medium, 1% agar, pH 5.8 with KOH, plants transferred to media containing 0 mM NaCl 4 days after germination. Root architecture scored 4 days after transfer to treatment media.",2019-05-06T12:47:15.836000Z,0,TO:0000043,root morphology trait,"""A plant axis morphology trait (TO:0000738) which is a quality of a root (PO:0025025)."" [GR:pj, PO:0025025, POC:cooperl]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0001024,vertical agar growth medium,"""An agar growth medium (EO:0001023) involving use of solid growth media in a vertical orientation."" [PO:cooperl]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000189,count unit,"""A dimensionless unit which denotes a simple count of things."" [MGED:MGED]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),647,LRDpBZ0,10.21958/phenotype:647,Salt induced changes in Root System Architecture,EZ-Rhizo - Lateral Root Density per cm of Branching Zone at 0 mM NaCl,,0,"1/2 MS medium, 1% agar, pH 5.8 with KOH, plants transferred to media containing 0 mM NaCl 4 days after germination. Root architecture scored 4 days after transfer to treatment media.",2019-05-06T12:47:15.837000Z,0,TO:0000043,root morphology trait,"""A plant axis morphology trait (TO:0000738) which is a quality of a root (PO:0025025)."" [GR:pj, PO:0025025, POC:cooperl]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0001024,vertical agar growth medium,"""An agar growth medium (EO:0001023) involving use of solid growth media in a vertical orientation."" [PO:cooperl]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000189,count unit,"""A dimensionless unit which denotes a simple count of things."" [MGED:MGED]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),648,LRL0,10.21958/phenotype:648,Salt induced changes in Root System Architecture,EZ-Rhizo - cummulative lateral root length at 0 mM NaCl,,0,"1/2 MS medium, 1% agar, pH 5.8 with KOH, plants transferred to media containing 0 mM NaCl 4 days after germination. Root architecture scored 4 days after transfer to treatment media.",2019-05-06T12:47:15.837000Z,0,TO:0000043,root morphology trait,"""A plant axis morphology trait (TO:0000738) which is a quality of a root (PO:0025025)."" [GR:pj, PO:0025025, POC:cooperl]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0001024,vertical agar growth medium,"""An agar growth medium (EO:0001023) involving use of solid growth media in a vertical orientation."" [PO:cooperl]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000001,length unit,"""A unit which is a standard measure of the distance between two points."" [Wikipedia:Wikipedia]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),649,aLRL0,10.21958/phenotype:649,Salt induced changes in Root System Architecture,EZ-Rhizo - average lateral root length at 75 mM NaCl,,0,"1/2 MS medium, 1% agar, pH 5.8 with KOH, plants transferred to media containing 0 mM NaCl 4 days after germination. Root architecture scored 4 days after transfer to treatment media.",2019-05-06T12:47:15.837000Z,0,TO:0000043,root morphology trait,"""A plant axis morphology trait (TO:0000738) which is a quality of a root (PO:0025025)."" [GR:pj, PO:0025025, POC:cooperl]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0001024,vertical agar growth medium,"""An agar growth medium (EO:0001023) involving use of solid growth media in a vertical orientation."" [PO:cooperl]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000001,length unit,"""A unit which is a standard measure of the distance between two points."" [Wikipedia:Wikipedia]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
