species,phenotype_id,name,doi,study,scoring,source,type,growth_conditions,integration_date,number_replicates,to_term,to_name,to_definition,to_comment,to_source_acronym,to_source_name,to_source_url,eo_term,eo_name,eo_definition,eo_comment,eo_source_acronym,eo_source_name,eo_source_url,uo_term,uo_name,uo_definition,uo_comment,uo_source_acronym,uo_source_name,uo_source_url,num_values
Arabidopsis thaliana (NCBI: 3702),717,RGR Fe,10.21958/phenotype:717,Root growth rates under nutrient deficiency,individual root growth was measured as the mean of 3 Arabidopsis seedlings between day 4 and 6 on MS plates. This phenotype is the root growth rates for seedlings growing under -Fe.,,0,"Seedlings were grown on MS plates at 22°C in a growth chamber with long day conditions (16h light, 8h dark)",2019-07-16T09:11:48.574000Z,0,TO:0000516,relative root length,"""The relative length of the root determined after a given treatment as compared to the one determined under normal conditions."" [GR:pj]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007147,plant growth medium,"""An abiotic plant treatment (EO:0007191) involving the use of a solid or liquid substrate for growing plants or tissue-cultured plant samples."" [GR:pj, PO:cooperl]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000280,rate unit,"""A unit which represents a standard measurement occurrence of a process per unit time."" [UOC:GVG]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),718,RGR MS,10.21958/phenotype:718,Root growth rates under nutrient deficiency,individual root growth was measured as the mean of 3 Arabidopsis seedlings between day 4 and 6 on MS plates. This phenotype is the root growth rates for seedlings growing in normal MS medium.,,0,"Seedlings were grown on MS plates at 22°C in a growth chamber with long day conditions (16h light, 8h dark)",2019-07-16T09:11:48.575000Z,0,TO:0000516,relative root length,"""The relative length of the root determined after a given treatment as compared to the one determined under normal conditions."" [GR:pj]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007147,plant growth medium,"""An abiotic plant treatment (EO:0007191) involving the use of a solid or liquid substrate for growing plants or tissue-cultured plant samples."" [GR:pj, PO:cooperl]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000280,rate unit,"""A unit which represents a standard measurement occurrence of a process per unit time."" [UOC:GVG]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),719,RGR P,10.21958/phenotype:719,Root growth rates under nutrient deficiency,individual root growth was measured as the mean of 3 Arabidopsis seedlings between day 4 and 6 on MS plates. This phenotype is the root growth rates for seedlings growing under -P.,,0,"Seedlings were grown on MS plates at 22°C in a growth chamber with long day conditions (16h light, 8h dark)",2019-07-16T09:11:48.575000Z,0,TO:0000516,relative root length,"""The relative length of the root determined after a given treatment as compared to the one determined under normal conditions."" [GR:pj]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007147,plant growth medium,"""An abiotic plant treatment (EO:0007191) involving the use of a solid or liquid substrate for growing plants or tissue-cultured plant samples."" [GR:pj, PO:cooperl]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000280,rate unit,"""A unit which represents a standard measurement occurrence of a process per unit time."" [UOC:GVG]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),720,RGR P Zn,10.21958/phenotype:720,Root growth rates under nutrient deficiency,individual root growth was measured as the mean of 3 Arabidopsis seedlings between day 4 and 6 on MS plates. This phenotype is the oot growth rates for seedlings growing under -P and -Zn.,,0,"Seedlings were grown on MS plates at 22°C in a growth chamber with long day conditions (16h light, 8h dark)",2019-07-16T09:11:48.576000Z,0,TO:0000516,relative root length,"""The relative length of the root determined after a given treatment as compared to the one determined under normal conditions."" [GR:pj]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007147,plant growth medium,"""An abiotic plant treatment (EO:0007191) involving the use of a solid or liquid substrate for growing plants or tissue-cultured plant samples."" [GR:pj, PO:cooperl]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000280,rate unit,"""A unit which represents a standard measurement occurrence of a process per unit time."" [UOC:GVG]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),721,RGR Zn,10.21958/phenotype:721,Root growth rates under nutrient deficiency,individual root growth was measured as the mean of 3 Arabidopsis seedlings between day 4 and 6 on MS plates. This phenotype is the root growth rates for seedlings growing under -Zn.,,0,"Seedlings were grown on MS plates at 22°C in a growth chamber with long day conditions (16h light, 8h dark)",2019-07-16T09:11:48.577000Z,0,TO:0000516,relative root length,"""The relative length of the root determined after a given treatment as compared to the one determined under normal conditions."" [GR:pj]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007147,plant growth medium,"""An abiotic plant treatment (EO:0007191) involving the use of a solid or liquid substrate for growing plants or tissue-cultured plant samples."" [GR:pj, PO:cooperl]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000280,rate unit,"""A unit which represents a standard measurement occurrence of a process per unit time."" [UOC:GVG]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),722,RGR P Fe,10.21958/phenotype:722,Root growth rates under nutrient deficiency,individual root growth was measured as the mean of 3 Arabidopsis seedlings between day 4 and 6 on MS plates. This phenotype is the root growth rates for seedlings growing under -P and -Fe.,,0,"Seedlings were grown on MS plates at 22°C in a growth chamber with long day conditions (16h light, 8h dark)",2019-07-16T09:11:48.577000Z,0,TO:0000516,relative root length,"""The relative length of the root determined after a given treatment as compared to the one determined under normal conditions."" [GR:pj]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007147,plant growth medium,"""An abiotic plant treatment (EO:0007191) involving the use of a solid or liquid substrate for growing plants or tissue-cultured plant samples."" [GR:pj, PO:cooperl]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000280,rate unit,"""A unit which represents a standard measurement occurrence of a process per unit time."" [UOC:GVG]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),723,RGE Fe norm,10.21958/phenotype:723,Root growth rates under nutrient deficiency,individual root growth was measured as the mean of 3 Arabidopsis seedlings between day 4 and 6 on MS plates. This phenotype is the normalized root growth rates (compared to growth on MS) for seedlings growing under -Fe.,,0,"Seedlings were grown on MS plates at 22°C in a growth chamber with long day conditions (16h light, 8h dark)",2019-07-16T09:11:48.578000Z,0,TO:0000516,relative root length,"""The relative length of the root determined after a given treatment as compared to the one determined under normal conditions."" [GR:pj]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007147,plant growth medium,"""An abiotic plant treatment (EO:0007191) involving the use of a solid or liquid substrate for growing plants or tissue-cultured plant samples."" [GR:pj, PO:cooperl]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000190,ratio,"""A dimensionless unit which denotes an amount or magnitude of one quantity relative to another."" [Wikipedia:Wikipedia]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),724,RGR P norm,10.21958/phenotype:724,Root growth rates under nutrient deficiency,individual root growth was measured as the mean of 3 Arabidopsis seedlings between day 4 and 6 on MS plates. This phenotype is the normalized root growth rates (compared to growth on MS) for seedlings growing under -P.,,0,"Seedlings were grown on MS plates at 22°C in a growth chamber with long day conditions (16h light, 8h dark)",2019-07-16T09:11:48.621000Z,0,TO:0000516,relative root length,"""The relative length of the root determined after a given treatment as compared to the one determined under normal conditions."" [GR:pj]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007147,plant growth medium,"""An abiotic plant treatment (EO:0007191) involving the use of a solid or liquid substrate for growing plants or tissue-cultured plant samples."" [GR:pj, PO:cooperl]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000190,ratio,"""A dimensionless unit which denotes an amount or magnitude of one quantity relative to another."" [Wikipedia:Wikipedia]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),725,RGR P Zn norm,10.21958/phenotype:725,Root growth rates under nutrient deficiency,individual root growth was measured as the mean of 3 Arabidopsis seedlings between day 4 and 6 on MS plates. This phenotype is the normalized root growth rates (compared to growth on MS) for seedlings growing under -P and -Zn.,,0,"Seedlings were grown on MS plates at 22°C in a growth chamber with long day conditions (16h light, 8h dark)",2019-07-16T09:11:48.622000Z,0,TO:0000516,relative root length,"""The relative length of the root determined after a given treatment as compared to the one determined under normal conditions."" [GR:pj]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007147,plant growth medium,"""An abiotic plant treatment (EO:0007191) involving the use of a solid or liquid substrate for growing plants or tissue-cultured plant samples."" [GR:pj, PO:cooperl]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000190,ratio,"""A dimensionless unit which denotes an amount or magnitude of one quantity relative to another."" [Wikipedia:Wikipedia]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
Arabidopsis thaliana (NCBI: 3702),726,RGR Zn norm,10.21958/phenotype:726,Root growth rates under nutrient deficiency,individual root growth was measured as the mean of 3 Arabidopsis seedlings between day 4 and 6 on MS plates. This phenotype is the normalized root growth rates (compared to growth on MS) for seedlings growing under -Zn.,,0,"Seedlings were grown on MS plates at 22°C in a growth chamber with long day conditions (16h light, 8h dark)",2019-07-16T09:11:48.622000Z,0,TO:0000516,relative root length,"""The relative length of the root determined after a given treatment as compared to the one determined under normal conditions."" [GR:pj]",,PTO,Plant Trait Ontology,https://bioportal.bioontology.org/ontologies/PTO,EO:0007147,plant growth medium,"""An abiotic plant treatment (EO:0007191) involving the use of a solid or liquid substrate for growing plants or tissue-cultured plant samples."" [GR:pj, PO:cooperl]",,PECO,Plant Environmental Conditions,https://bioportal.bioontology.org/ontologies/PECO,UO:0000190,ratio,"""A dimensionless unit which denotes an amount or magnitude of one quantity relative to another."" [Wikipedia:Wikipedia]",,UO,Units of Measurement,https://bioportal.bioontology.org/ontologies/UO,
